Number,Symbol,Name,Industry,Market Cap 
3515,MBSC,M3-Brigade Acquisition III,Blank Check / SPAC,321559000
3516,MBT,Mobile TeleSystems PJSC,Wireless Telecommunication Services,4749926395
3517,MBTC,Nocturne Acquisition,Blank Check / SPAC,149587200
3518,MBUU,Malibu Boats,Leisure Products,1169173858
3519,MBWM,Mercantile Bank,Banks,559518248
3520,MC,Moelis & Company,Capital Markets,3263872000
3521,MCAA,Mountain & Co. I Acquisition,Blank Check / SPAC,289800000
3522,MCAE,Mountain Crest Acquisition III,Blank Check / SPAC,69699925
3523,MCAF,Mountain Crest Acquisition IV,Blank Check / SPAC,74970400
3524,MCAG,Mountain Crest Acquisition V,Blank Check / SPAC,88905115
3525,MCB,Metropolitan Bank Holding,Banks,1133650972
3526,MCBC,Macatawa Bank,Banks,307600893
3527,MCBS,MetroCity Bankshares,Banks,593084531
3528,MCD,McDonald's,"Hotels, Restaurants & Leisure",1.85339E+11
3529,MCFT,MasterCraft Boat Holdings,Leisure Products,447656440
3530,MCG,Membership Collective Group,Lodging,1606022527
3531,MCHP,Microchip Technology,Semiconductors & Semiconductor Equipment,41126653900
3532,MCHX,Marchex,Media,97641614
3533,MCK,McKesson,Health Care Providers & Services,45987987228
3534,MCLD,mCloud Technologies,Software-Application,73399112
3535,MCO,Moody's,Capital Markets,63089348284
3536,MCRB,Seres Therapeutics,Biotechnology,675385725
3537,MCRI,Monarch Casino & Resort,"Hotels, Restaurants & Leisure",1641912680
3538,MCS,The Marcus Corporation,Entertainment,540257651
3539,MCW,Mister Car Wash,Personal Services,4517415930
3540,MCY,Mercury General,Insurance,3108533497
3541,MD,MEDNAX,Health Care Providers & Services,2093335932
3542,MDB,MongoDB,IT Services,30705508216
3543,MDC,M.D.C. Holdings,Household Durables,2686331638
3544,MDGL,Madrigal Pharmaceuticals,Biotechnology,1713760579
3545,MDGS,Medigus,Health Care Equipment & Supplies,25042707
3546,MDH,MDH Acquisition,Blank Check / SPAC,337065019
3547,MDIA,Mediaco Holding,Broadcasting,34143980
3548,MDJH,MDJM Ltd.,Real Estate Management & Development,24634672
3549,MDLZ,Mondelez International,Food Products,88200601596
3550,MDNA,Medicenna Therapeutics,Biotechnology,73449728
3551,MDRR,Medalist Diversified REIT,Equity Real Estate Investment Trusts ...,17670202
3552,MDRX,Allscripts Healthcare Solutions,Health Care Technology,2683265786
3553,MDT,Medtronic plc.,Health Care Equipment & Supplies,1.51779E+11
3554,MDU,MDU Resources Group,Multi-Utilities,5449806826
3555,MDV,Modiv,REIT-Diversified,132183567
3556,MDVL,MedAvail Holdings,Pharmaceutical Retailers,32908900
3557,MDWD,MediWound,Pharmaceuticals,64043715
3558,MDWT,Midwest Holding,Insurance-Life,62790991
3559,MDXG,MiMedx Group,Biotechnology,544945980
3560,MDXH,MDxHealth,Diagnostics & Research,135210555
3561,ME,23andMe Holding Co.,Diagnostics & Research,1770630780
3562,MEAC,Mercury Ecommerce Acquisition,Blank Check / SPAC,221910696
3563,MEC,Mayville Engineering Company,Metals & Mining,187533565
3564,MED,Medifast,Personal Products,2035421907
3565,MEDP,Medpace Holdings,Life Sciences Tools & Services,5666626917
3566,MEDS,TRxADE HEALTH,Pharmaceutical Retailers,20207168
3567,MEG,Montrose Environmental Group,Media,1602833400
3568,MEI,Methode Electronics,"Electronic Equipment, Instruments & C...",1588002943
3569,MEIP,MEI Pharma,Biotechnology,78608023
3570,MEKA,MELI Kaszek Pioneer,Blank Check / SPAC,308248250
3571,MELI,MercadoLibre,Internet & Direct Marketing Retail,61719411694
3572,MEOA,Minority Equality Opportunities Acquisition,Blank Check / SPAC,160344813
3573,MEOH,Methanex,Chemicals,4087640550
3574,MERC,Mercer International,Paper & Forest Products,933111288
3575,MESA,Mesa Air Group,Airlines,155364480
3576,MESO,Mesoblast,Biotechnology,569092095
3577,MET,MetLife,Insurance,58168000480
3578,METC,Ramaco Resources,Metals & Mining,690496380
3579,METX,Meten Edtechx Education Group,Education & Training Services,55810995
3580,MF,Missfresh,Grocery Stores,242514527
3581,MFA,MFA Financial,Mortgage Real Estate Investment Trust...,1688802044
3582,MFC,Manulife Financial,Insurance,41389629422
3583,MFG,Mizuho Financial Group,Banks,32950059006
3584,MFGP,Micro Focus International,Software,1783262588
3585,MFH,Mercurity Fintech Holding,Software,33719916
3586,MFIN,Medallion Financial,Consumer Finance,224270156
3587,MG,MISTRAS Group,Professional Services,196778351
3588,MGA,Magna International,Auto Components,18976194504
3589,MGEE,MGE Energy,Electric Utilities,2944423865
3590,MGI,MoneyGram International,IT Services,1020351802
3591,MGIC,Magic Software Enterprises,Software,880814513
3592,MGLD,The Marygold Companies,Asset Management,63865443
3593,MGM,MGM Resorts International,"Hotels, Restaurants & Leisure",18227392500
3594,MGNI,Magnite,Internet & Direct Marketing Retail,1784362743
3595,MGNX,MacroGenics,Biotechnology,585033783
3596,MGP,MGM Growth Properties LLC,Equity Real Estate Investment Trusts ...,10549020645
3597,MGPI,MGP Ingredients,Beverages,1965912160
3598,MGRC,McGrath RentCorp,Commercial Services & Supplies,2072565972
3599,MGTA,Magenta Therapeutics,Biotechnology,175221616
3600,MGTX,MeiraGTx Holdings,Biotechnology,635762233
3601,MGY,Magnolia Oil & Gas,"Oil, Gas & Consumable Fuels",7279734268
3602,MGYR,Magyar Bancorp,Thrifts & Mortgage Finance,85457740
3603,MHH,Mastech Digital,Professional Services,221888975
3604,MHK,Mohawk Industries,Household Durables,8084421040
3605,MHLD,Maiden Holdings,Insurance,217914973
3606,MHO,M/I Homes,Household Durables,1267590628
3607,MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,238825000
3608,MIC,Macquarie Infrastructure,Transportation Infrastructure,332444509
3609,MICT,"MICT, Inc.",Aerospace & Defense,75298143
3610,MIDD,The Middleby Corporation,Machinery,8827220877
3611,MIGI,Mawson Infrastructure Group,Information Technology Services,360764732
3612,MILE,Metromile,Insurance-Property & Casualty,175814846
3613,MIME,Mimecast,Software,5324467135
3614,MIMO,Airspan Networks Holdings,Telecom Services,223275630
3615,MIND,MIND Technology,Energy Equipment & Services,17424235
3616,MINM,Minim,Communication Equipment,40697484
3617,MIR,Mirion Technologies,Specialty Industrial Machinery,1648212349
3618,MIRM,Mirum Pharmaceuticals,Biotechnology,736779818
3619,MIRO,Miromatrix Medical,Biotechnology,82391870
3620,MIST,Milestone Pharmaceuticals,Pharmaceuticals,204933498
3621,MIT,Mason Industrial Technology,Blank Check / SPAC,611249980
3622,MITA,Coliseum Acquisition,Blank Check / SPAC,181874990
3623,MITC,MeaTech 3D,Packaged Foods,76814724
3624,MITK,Mitek Systems,Software,655161459
3625,MITO,Stealth BioTherapeutics,Biotechnology,40053079
3626,MITQ,Moving iMage Technologies,Photographic and Photocopying Equipme...,13401738
3627,MITT,AG Mortgage Investment Trust,Mortgage Real Estate Investment Trust...,219303291
3628,MIXT,MiX Telematics,Software,262445560
3629,MKC,McCormick & Company,Food Products,27325974428
3630,MKD,Molecular Data,Chemicals,37312647
3631,MKFG,Markforged Holding,Computer Hardware,764431230
3632,MKL,Markel,Insurance,20281659156
3633,MKSI,MKS Instruments,Semiconductors & Semiconductor Equipment,7839584235
3634,MKTW,MarketWise,Software-Application,133749884
3635,MKTX,MarketAxess Holdings,Capital Markets,12842848176
3636,ML,MoneyLion,Software-Application,586138047
3637,MLAB,Mesa Laboratories,Health Care Equipment & Supplies,1348416417
3638,MLAC,Malacca Straits Acquisition Company,Blank Check / SPAC,181305181
3639,MLAI,McLaren Technology Acquisition,Blank Check / SPAC,250807323
3640,MLCO,Melco Resorts & Entertainment,"Hotels, Restaurants & Leisure",3833612543
3641,MLI,Mueller Industries,Machinery,3165357011
3642,MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",2606357990
3643,MLM,Martin Marietta Materials,Construction Materials,24025665446
3644,MLNK,MeridianLink,Software-Application,1489605237
3645,MLP,Maui Land & Pineapple Company,Real Estate Management & Development,217655200
3646,MLR,Miller Industries,Machinery,320580907
3647,MLSS,Milestone Scientific,Health Care Equipment & Supplies,97698103
3648,MLVF,Malvern Bancorp,Banks,125748150
3649,MMAT,Meta Materials,Electronic Components,450004543
3650,MMC,Marsh & McLennan Companies,Insurance,86314868596
3651,MMI,Marcus & Millichap,Real Estate Management & Development,2235850491
3652,MMLP,Martin Midstream Partners,"Oil, Gas & Consumable Fuels",169172100
3653,MMM,3M Company,Industrial Conglomerates,85199355781
3654,MMMB,MamaMancini's Holdings,Food Products,60063024
3655,MMP,"Magellan Midstream Partners,","Oil, Gas & Consumable Fuels",10536816630
3656,MMS,Maximus,IT Services,4612577229
3657,MMSI,Merit Medical Systems,Health Care Equipment & Supplies,3849199840
3658,MMX,Maverix Metals,Metals & Mining,736069245
3659,MMYT,MakeMyTrip,Internet & Direct Marketing Retail,2862352890
3660,MN,Manning & Napier,Capital Markets,244599784
3661,MNDO,MIND CTI,Software,58758252
3662,MNDT,Mandiant,Software,5230956015
3663,MNDY,monday.com,Software-Application,7230850469
3664,MNKD,MannKind,Biotechnology,978749438
3665,MNMD,Mind Medicine (MindMed),Biotechnology,471285823
3666,MNOV,MediciNova,Biotechnology,127512309
3667,MNPR,Monopar Therapeutics,Biotechnology,32897742
3668,MNRL,Brigham Minerals,"Oil, Gas & Consumable Fuels",1578711526
3669,MNRO,Monro,Specialty Retail,1499841660
3670,MNSB,MainStreet Bancshares,Banks,183957704
3671,MNSO,Miniso Group Holding,Specialty Retail,2503222778
3672,MNST,Monster Beverage,Beverages,43486842835
3673,MNTK,Montauk Renewables,Utilities-Diversified,1604056702
3674,MNTN,Everest Consolidator Acquisition,Blank Check / SPAC,171464990
3675,MNTS,Momentus,Aerospace & Defense,255817182
3676,MNTV,Momentive Global,Software,2620313844
3677,MNTX,Manitex International,Machinery,149977376
3678,MO,Altria Group,Tobacco,95787778026
3679,MOBQ,Mobiquity Technologies,Media,9559811
3680,MOD,Modine Manufacturing Company,Auto Components,463591135
3681,MODN,Model N,Software,1000848685
3682,MODV,ModivCare,Health Care Providers & Services,2338966755
3683,MOFG,MidWestOne Financial Group,Banks,522927378
3684,MOG.A,Moog Inc.,Aerospace & Defense,2867471546
3685,MOG.B,Moog Inc.,Aerospace & Defense,2814580735
3686,MOGO,Mogo Inc.,Consumer Finance,222516302
3687,MOGU,"Mogu, Inc.",Internet & Direct Marketing Retail,29255077
3688,MOH,Molina Healthcare,Health Care Providers & Services,19914372974
3689,MOHO,ECMOHO,Internet & Direct Marketing Retail,12794054
3690,MOLN,Molecular Partners AG,Biotechnology,659091966
3691,MOMO,Hello Group,Interactive Media & Services,1357463548
3692,MON,Monument Circle Acquisition,Blank Check / SPAC,306250009
3693,MOR,MorphoSys AG,Biotechnology,1004092613
3694,MORF,Morphic Holding,Biotechnology,1547107571
3695,MORN,Morningstar,Capital Markets,11626886978
3696,MOS,The Mosaic Company,Chemicals,24264196063
3697,MOTS,Motus GI Holdings,Health Care Equipment & Supplies,19757713
3698,MOV,Movado Group,"Textiles, Apparel & Luxury Goods",885542961
3699,MOVE,Movano,Internet Software & Services,91761880
3700,MOXC,Moxian,Internet & Direct Marketing Retail,30505172
3701,MP,MP Materials,Metals & Mining,10037263330
3702,MPAA,Motorcar Parts of America,Auto Components,339439003
3703,MPAC,Model Performance Acquisition,Blank Check / SPAC,70850687
3704,MPB,Mid Penn Bancorp,Banks,422722095
3705,MPC,Marathon Petroleum,"Oil, Gas & Consumable Fuels",47372660685
3706,MPLN,MultiPlan,Healthcare Plans,3014168319
3707,MPLX,MPLX LP,"Oil, Gas & Consumable Fuels",33908932594
3708,MPRA,Mercato Partners Acquisition,Blank Check / SPAC,285774970
3709,MPW,Medical Properties Trust,Equity Real Estate Investment Trusts ...,12921846775
3710,MPWR,Monolithic Power Systems,Semiconductors & Semiconductor Equipment,21561573327
3711,MPX,Marine Products,Leisure Products,393034272
3712,MQ,Marqeta,Software-Infrastructure,6025124344
3713,MRAI,Marpai,Healthcare Plans,34509491
3714,MRAM,Everspin Technologies,Semiconductors & Semiconductor Equipment,168492016
3715,MRBK,Meridian,Banks,196135040
3716,MRC,MRC Global,Trading Companies & Distributors,1019405111
3717,MRCC,Monroe Capital,Capital Markets,236812669
3718,MRCY,Mercury Systems,Aerospace & Defense,3730994680
3719,MREO,Mereo BioPharma Group,Biotechnology,128680198
3720,MRIN,Marin Software,Software,43971122
3721,MRK,Merck & Co.,Pharmaceuticals,2.11116E+11
3722,MRKR,Marker Therapeutics,Biotechnology,36056155
3723,MRM,Medirom Healthcare Technologies,Personal Services,35886375
3724,MRNA,Moderna,Biotechnology,71169302506
3725,MRNS,Marinus Pharmaceuticals,Pharmaceuticals,347507007
3726,MRO,Marathon Oil,"Oil, Gas & Consumable Fuels",18817198054
3727,MRSN,Mersana Therapeutics,Biotechnology,360243936
3728,MRTN,Marten Transport,Road & Rail,1414090611
3729,MRTX,Mirati Therapeutics,Biotechnology,4798003157
3730,MRUS,Merus,Biotechnology,1184750975
3731,MRVI,Maravai LifeSciences Holdings,Biotechnology,8999458811
3732,MRVL,Marvell Technology,Semiconductors & Semiconductor Equipment,60253147066
3733,MS,Morgan Stanley,Capital Markets,1.54955E+11
3734,MSA,MSA Safety,Commercial Services & Supplies,5395860384
3735,MSAC,Medicus Sciences Acquisition,Blank Check / SPAC,113594700
3736,MSB,Mesabi Trust,Metals & Mining,354108800
3737,MSBI,Midland States Bancorp,Banks,650853247
3738,MSC,Studio City International Holdings,"Hotels, Restaurants & Leisure",497198623
3739,MSCI,MSCI Inc.,Capital Markets,41934237432
3740,MSDA,MSD Acquisition,Blank Check / SPAC,706531259
3741,MSEX,Middlesex Water Company,Water Utilities,1912257180
3742,MSFT,Microsoft,Software,2.31968E+12
3743,MSGE,Madison Square Garden Entertainment,Entertainment,2796813539
3744,MSGM,Motorsport Games,Electronic Gaming & Multimedia,16109567
3745,MSGS,Madison Square Garden Sports,Entertainment,4317118327
3746,MSI,Motorola Solutions,Communications Equipment,40057290545
3747,MSM,MSC Industrial Direct Company,Trading Companies & Distributors,4777807296
3748,MSN,Emerson Radio,Household Durables,15529511
3749,MSP,Datto Holding,Software,4432893429
3750,MSSA,Metal Sky Star Acquisition,Blank Check / SPAC,138300000
3751,MSTR,MicroStrategy,Software,5540905692
3752,MSVB,Mid-Southern Bancorp,Thrifts & Mortgage Finance,46256322
3753,MT,ArcelorMittal,Metals & Mining,30513450988
3754,MTA,Metalla Royalty & Streaming,Metals & Mining,326278941
3755,MTAC,MedTech Acquisition,Blank Check / SPAC,306250019
3756,MTAL,Metals Acquisition,Blank Check / SPAC,330772120
3757,MTB,M&T Bank,Banks,21250361289
3758,MTBC,CareCloud,Health Care Technology,94798255
3759,MTC,MMTec,Software,16076800
3760,MTCH,Match Group,Interactive Media & Services,31086833651
3761,MTCR,Metacrine,Biotechnology,25282721
3762,MTD,Mettler-Toledo International,Life Sciences Tools & Services,31280843756
3763,MTDR,Matador Resources Company,"Oil, Gas & Consumable Fuels",6582133216
3764,MTEK,Maris-Tech,Electronic Components,11471891
3765,MTEM,Molecular Templates,Biotechnology,192000046
3766,MTEX,"Mannatech,",Personal Products,71669932
3767,MTG,MGIC Investment,Thrifts & Mortgage Finance,4246462964
3768,MTH,Meritage Homes,Household Durables,2942205180
3769,MTL,Mechel PAO,Metals & Mining,839889022
3770,MTLS,Materialise NV,Software,1208224499
3771,MTMT,Mega Matrix,Trading Companies & Distributors,47259877
3772,MTN,Vail Resorts,"Hotels, Restaurants & Leisure",10524485574
3773,MTNB,Matinas BioPharma Holdings,Biotechnology,173492000
3774,MTOR,Meritor,Machinery,2524831723
3775,MTP,Midatech Pharma,Biotechnology,17525423
3776,MTR,Mesa Royalty Trust,"Oil, Gas & Consumable Fuels",16660485
3777,MTRN,Materion,Metals & Mining,1788761412
3778,MTRX,Matrix Service Company,Energy Equipment & Services,213998559
3779,MTRY,Monterey Bio Acquisition,Blank Check / SPAC,143462490
3780,MTSI,MACOM Technology Solutions Holdings,Semiconductors & Semiconductor Equipment,4070429410
3781,MTTR,Matterport,Software-Application,2313907450
3782,MTVC,Motive Capital Corp II,Blank Check / SPAC,422664169
3783,MTW,The Manitowoc Company,Machinery,516597075
3784,MTX,Minerals Technologies,Chemicals,2192389605
3785,MTZ,MasTec,Construction & Engineering,6695180224
3786,MU,Micron Technology,Semiconductors & Semiconductor Equipment,85067915191
3787,MUDS,Mudrick Capital Acquisition II,Blank Check / SPAC,396102654
3788,MUFG,Mitsubishi UFJ Financial Group,Banks,80340180990
3789,MULN,Mullen Automotive,Auto Manufacturers,686971775
3790,MUR,Murphy Oil,"Oil, Gas & Consumable Fuels",6436813297
3791,MURF,Murphy Canyon Acquisition,Blank Check / SPAC,152030700
3792,MUSA,Murphy USA,Specialty Retail,4916247917
3793,MUX,McEwen Mining,Metals & Mining,397828191
3794,MVBF,MVB Financial,Banks,516512010
3795,MVIS,MicroVision,"Electronic Equipment, Instruments & C...",730957182
3796,MVST,Microvast Holdings,Electrical Equipment & Parts,1772139007
3797,MWA,Mueller Water Products,Machinery,2031505272
3798,MX,MagnaChip Semiconductor,Semiconductors & Semiconductor Equipment,747491710
3799,MXC,Mexco Energy,"Oil, Gas & Consumable Fuels",34668087
3800,MXCT,MaxCyte,Diagnostics & Research,716003386
3801,MXL,MaxLinear,Semiconductors & Semiconductor Equipment,4334513137
3802,MYE,Myers Industries,Containers & Packaging,772691580
3803,MYFW,First Western Financial,Banks,298742716
3804,MYGN,Myriad Genetics,Biotechnology,2070992496
